"","KC1","KC2","KC3","KA1","KA2","KA3"
"Tubb2b",11114447.04,10209999.17,7623940.156,57383770.11,42436933.66,49481375.05
"Tubb4b",828702896.8,783531436.8,756798555.1,899428704.5,814551965.9,865553447.7
"Tubb5",90378857.03,71473421.15,94242701.58,369769056.3,344267736.7,331029020.7
"Tubb6",6541330.199,3101042.247,5422756.197,33513315.22,36999463.4,28138046.72
"Tubg1",0,1086908.727,0,1996308.126,2619303.449,2204658.179
"Tufm",1823257644,1991269664,1816407766,1371272736,1316397156,1329767169
"Twf1",143314604.7,126666544.3,121865035.2,207497832.5,197329438.3,205286611.4
"Twf2",23483207.39,23825332.39,15833281.12,46889194.42,57160818.24,49304699.97
"Txlna",2801775.776,0,0,2400221.576,2403228.847,506531.0972
"Txn",587692668.5,563053289.8,615808576,696651574,666316877.9,685144768.2
"Txn2",176261160,161378273.7,164471400.7,56558707.34,56462111.23,60317296.61
"Txndc12",13735940.59,17589057.9,21718292.58,27611573.03,46152842.38,25660743.37
"Txndc15",2077040.849,1636844.175,2526900.678,2383439.17,2435312.575,2718585.696
"Txndc17",184099072.1,159598986.6,169551018.7,160447601.2,158737306.2,167536442
"Txndc5",37548970.44,43666979.92,49910059.43,112532690.9,102470547.4,114820151.5
"Txndc9",0,0,782183.6497,1693299.279,2149824.91,2095572.4
"Txnip",0,0,0,1197160.349,0,0
"Txnl1",184041880.2,150085972.3,161003250.9,238737738,224839163.2,234606473.1
"Txnl4a",0,0,0,3213933.125,2403650.869,2355921.348
"Txnrd1",221431398.9,222856987.3,197139915.3,573271549.6,500663255.5,528146770
"Txnrd2",82336711.5,90814517.98,68374220.5,30362335.71,33827248.29,28741654.22
"Tymp",73029743.8,72925628.26,72986661,89856388.64,95565182.72,94022544.81
"Tysnd1",0,0,0,0,0,0
"U2af1",11785558.66,9238795.12,8221659.87,42473018.27,30199558.89,37328462.91
"U2af2",42472649.22,43995677.02,36994840.74,81769933.35,78576249.61,75594848.81
"U2surp",9903406.332,7752567.231,4543505.072,16580703.94,14984501.55,12659409.64
"Uaca",2245117.486,3293798.64,4222536.796,18233204.41,15229333.25,18008018.93
"Uap1",12666323.93,12492632.96,13428456.33,14217950.1,9594042.493,9432693.315
"Uap1l1",167558220.5,171467888.4,161438240.8,210816328.6,199051880.6,230309516.7
"Uba1",468524706.8,448943114.4,408113146.3,930163919.2,958783594.7,956435745
"Uba2",102657955.2,57141755.92,68774732.7,126177497.1,131675440,122331007.5
"Uba3",17784587.23,8077306.514,5209972.861,47547009.37,42927073.81,40143512.66
"Uba5",14231874.1,5396114.806,7732788.388,7913926.201,7238784.941,7983697.044
"Uba6",6590659.455,5560861.88,7039013.203,33929729.78,24883854.27,31546274.18
"Uba7",946038.5502,0,1081361.538,13392365.23,12075722.58,10238351.22
"Ubac2",2534244.464,2296967.329,2579062.424,1807505.034,1740502.153,0
"Ubap2",0,1552357.921,1842570.787,3155054.438,1887426.135,0
"Ubap2l",5088411.172,4570789.413,3653006.521,6303513.768,5193021.6,6424625.035
"Ube2d1",0,0,0,3653758.915,0,3278187.884
"Ube2d2",4615869.244,4332946.484,3824665.514,7071329.466,6959635.608,6524904.786
"Ube2d3",14725959.92,0,15074004.35,25517420.41,23289058.1,23052882.66
"Ube2g2",0,1891471.322,0,5532673.339,4215455.87,5936804.912
"Ube2h",1046797.661,0,0,4791351.002,6594934.149,7243797.098
"Ube2i",28783103.71,27756571.16,24235163.1,72548796.71,58066379.43,57308363.26
"Ube2k",29968884.39,42514612.31,27824387.96,47847115.73,55036463.67,42354834.82
"Ube2l3",96454125.71,105884941.3,110309114.9,249055061.8,214060661.9,200738925.7
"Ube2m",66190515.7,145423522.9,62592394.87,111432052.8,99273023.67,102366165.8
"Ube2n",109463992.1,111968736.7,109176522.9,201724799.4,191738955.2,205373430.2
"Ube2r2",3709525.662,4233468.937,4595595.68,9591649.96,9687257.077,7818083.137
"Ube2z",6622544.53,8254185.726,3684406.104,16225803.79,10596519.37,12743606.6
"Ube3a",13355686.04,9976094.629,11481973.5,38327101.3,40336387.59,38854659.42
"Ube4a",4164848.91,3209480.977,0,5135637.663,3931219.485,4402071.517
"Ubfd1",7960024.765,7418959.051,8777176.464,11588904.79,10542540.48,9359154.628
"Ubl3",0,835778.5139,0,1965435.23,1303976.926,1328586.753
"Ubl5",1829341.062,5041444.641,6166381.313,10000007.59,10150287.95,10047780.35
"Ublcp1",4372765.223,2989960.193,1412396.512,8249331.815,7228469.116,7030469.197
"Ubqln1",0,0,0,2912044.303,2238685.49,2875127.213
"Ubqln2",2409080.436,1712522.011,0,4009813.544,4153045.25,4600549.773
"Ubr4",20666892.28,30964284.75,30116641.11,65410063.6,58500676.19,49599184.72
"Ubtf",0,3330191.059,0,8194622.224,7075614.164,6758496.205
"Ubxn1",23825647.79,27000874.38,22972793.5,50373825.15,43352928.59,50659753.82
"Ubxn4",39355470.04,39831204.95,42605806.31,83726672.04,72168194.88,85251035.86
"Ubxn6",41062202.49,39723072.77,35758627.97,18683922.36,15346002.1,16107875.11
"Ubxn7",767929.0102,0,0,2399609.353,1299834.798,706941.4906
"Uchl1",14495807.94,15972775.1,9257903.83,31127907.1,16925162.77,26092937.68
"Uchl3",55929951.94,52035049.74,52430313.12,92781458.22,93093653.57,88153504.49
"Uchl5",28671811.36,25575485.33,24718245.8,56336615.32,50298981.65,45585190.03
"Uck1",9744048.54,8941313.389,8684849.289,9853995.411,9976804.552,10878605.71
"Uckl1",1374176.191,0,1835797.161,3908458.404,4039776.008,2183287.417
"Ufc1",26671087.9,24751689.32,31283288.2,40317284.07,39994052.21,42462782.2
"Ufd1",16236522.17,15272820.1,15794891.37,22816284.38,19893410.18,18993972.43
"Ufl1",11773304.04,7286715.283,16742524.47,21973485.72,21366592.29,21505692.83
"Ufm1",41716806.68,29243223.82,37971442.92,43087797.69,51570235.58,48646965.39
"Ufsp2",0,1797258.331,2330565.047,7775208.809,5604976.474,4620318.944
"Ugdh",198277508.7,173973889.1,206617159.6,88592485.29,112226660.1,96042518.3
"Uggt1",157060393.1,154938268.4,123567408.5,191649489.1,190162909.6,198472463.3
"Ugp2",289779836.4,281055279.8,299491656.6,109921595.8,88246099.77,134001994.5
"Ugt1a1",0,0,0,2120645.178,2485104.523,2242898.023
"Ugt1a2",0,0,0,5146817.553,0,2644953.536
"Ugt1a5",1663386.559,1373706.621,1555894.078,13027661.8,15126396.35,16688328.51
"Ugt1a6",23990457.61,30064726.45,30613690.26,58105136.46,54782548.64,52825293.91
"Ugt1a6b",0,0,0,848161.4725,3755603.506,2074116.777
"Ugt1a7",695477381.2,658617141.9,695905761.7,176794810.4,145275484.3,216830031.3
"Ugt1a9",6107238.834,129074.8597,6104535.1,5128434.69,6802848.996,0
"Ugt2a3",1901093.762,14744986.15,19584673.95,0,0,2113558.985
"Ugt2b1",3145988.956,5684953.577,1748945.301,32546892.9,36831900.47,29250201.43
"Ugt2b34",4922200.852,13210490.12,17283952.99,25971389.77,27422507.27,34779475.66
"Ugt2b35",1817898.646,972024.0495,2708801.02,2927471.373,2519970.729,2417413.839
"Ugt2b36",0,0,5036700.393,0,878585.5164,0
"Ugt2b38",2483071.495,2766020.941,2655268.133,0,0,0
"Ugt2b5",0,0,0,0,0,0
"Ugt3a1",210133805.4,229262470.9,237198600.2,67070016.09,68546355.8,61000454
"Ugt3a2",1372208269,1339247707,1407508780,616347801.5,652098675.6,674921521
"Uhrf1bp1l",0,0,0,1940823.164,0,1750431.956
"Umod",143701579.6,190401285,191007286.6,3166855751,2898108539,2012863387
"Umps",47725167.06,41541256.61,40829094.74,46040403.89,47523711.06,58381712.1
"Unc119b",6139724.19,6760486.398,6187149.208,6437787.377,9951813.01,9260423.905
"Uox",0,5462735.256,5712969.942,13425464.6,8025290.206,11533226.97
"Upb1",7963663.548,1394791.795,14337969.7,2935755.561,9081031.221,8743881.913
"Upf1",45011388.27,24596215.15,46150734.85,66404651.88,58244490.29,64531545.49
"Upf2",0,0,0,1530989.947,914499.8324,754739.395
"Upp1",18672529.5,12601428.93,10985435.92,55052982.19,50225608.32,49753461.4
"Uprt",2075553.141,3524130.41,3995355.953,9955370.238,8549485.287,7460262.7
"Uqcc1",4522762.031,3320077.549,2459684.519,5039513.248,5132995.888,4808071.162
"Uqcc2",0,4156942.034,4432807.676,4709249.504,4689597.456,4744309.212
"Uqcc3",5111020.637,5985558.004,5722086.13,4475239.468,4691196.825,4759257.904
"Uqcr10",290012845.6,296418306.8,310531280.3,252516057.3,257241162.7,255917138.1
"Uqcrb",417221188.4,700935810.1,528091965.7,384833233.9,394860760.2,417285876.9
"Uqcrc1",2387191477,2442689729,2106421835,2257586880,2287244326,2316275462
"Uqcrc2",2478168931,2554511723,2712443152,2227711922,2245908052,2393431940
"Uqcrfs1",594157303.3,688988651,604370524.9,645783074.6,609810014.9,679635331.1
"Uqcrh",395033690.2,403349268.8,410215943.8,391243375.3,385788576.6,420502999.2
"Uqcrq",1134573792,1182973528,1101646701,1169902500,1233562970,1258329541
"Urad",12385924.96,11272719.38,10353163.68,4410582.812,8624517.011,8695253.702
"Urah",0,0,0,0,0,0
"Uroc1",66413612.48,62802431.28,57215194.6,76900894.44,80834779.81,97740889.36
"Urod",49641454.05,37335593.54,34242311.59,46287966.09,49310838.55,45120591.27
"Use1",0,0,0,1444336.122,0,0
"Ush1c",41258464.94,41097167.26,41281675.53,21162197.52,32346939.24,39055672.87
"Uso1",151511872.7,177249781,176242814.8,228224340.6,228407409.4,228833101.1
"Usp10",18629857.74,21192359.94,21317132.46,19053441.23,25433377.07,20607613.68
"Usp14",162201122.8,229204825.9,225010198.5,250982506.6,239029778.8,263256493.4
"Usp15",11533934.49,6225317.482,4509340.34,10673928.42,7514134.218,11045645.92
"Usp2",2346775.85,7717830.405,5674892.754,0,0,1220608.472
"Usp24",22610228.11,16760893.25,17581104.78,38546016.81,23721453.87,31495539.14
"Usp39",1731738.806,5654705.412,3165261.11,8054570.38,4219268.728,7239381.038
"Usp4",6020722.214,2732773.076,3317874.604,6240635.849,13884146.54,9034315.065
"Usp47",3854996.804,1317808.944,1281015.907,5499290.699,2972037.225,8335967.071
"Usp5",150559345.3,161276554.9,153450221.5,276520927.4,246958178.2,259879927.3
"Usp7",50811690.84,68788638.73,66905308.11,78926670.51,18388753.66,21892991.16
"Usp8",2761352.455,2297870.216,2546190.336,3331727.082,3689150.231,3153131.663
"Usp9x",43951907.68,44747370.08,47691863.3,132754152,97909112.56,79498868.39
"Utp4",235082.142,336618.4954,271621.1392,531029.4463,468624.221,529459.9436
"Utp6",4904888.397,5434821.201,4609075.705,1366809.962,1942928.216,2287959.163
"Utrn",11866298.09,13722236.46,22477135.23,81459323.91,81833390.25,70079248.28
"Vac14",10378019.23,11739688.32,10347187.54,14353575.32,12423441.12,14784027.77
"Vamp2",4786078.857,4623285.497,0,8187269.97,6769857.405,6636958.671
"Vamp7",1143710.282,0,763615.2618,3776662.017,4116539.22,3318548.871
"Vamp8",128808990,112914344.6,108273428.9,100877358.2,103792788.6,111437202
"Vapa",109194050,93045385.28,76174320.29,107307073.9,105159604.3,118674576.6
"Vapb",52754335.2,48083899.21,49647623.42,63031588.72,44716020.35,66680799.25
"Vars",72044338.64,67233479.32,68758079.66,283688021.3,227768312.5,232315223.4
"Vasp",138116425.1,144523017.8,145425641.8,220916841.1,188471687.3,202713711.4
"Vat1",80520104,59895190.11,55556841.83,280034723.2,247104400,230410164.2
"Vav1",0,0,0,1891009.888,1853629.547,1902967.911
"Vbp1",14707381.36,14269232.77,11194023.1,19938545.28,19046701.89,17756791.13
"Vcam1",0,0,0,9530067.784,10697704.81,5272067.029
"Vcl",718670681.1,743996572.6,661173460.3,1443041345,1380682876,1321086785
"Vcp",1507539791,1538670917,1542351430,1918333546,1860686634,1857521483
"Vdac1",3216185209,3109972407,2941859713,2076591189,2093192887,2162909468
"Vdac2",954943889.4,937635469.7,979893460.1,1064400214,1051957351,1044470055
"Vdac3",351009543.6,351807505.8,320510735.7,396795272.2,362056173,391601908.5
"Vezf1",0,0,0,1204734.479,765922.9673,755028.9354
"Vil1",1961939220,1815846627,1812029124,1353621769,1233413217,1372173618
"Vill",72055541.28,74966934.64,68769924.85,3835050.129,0,3936843.14
"Vim",33488304.46,33378974.13,32854459.22,293915602.9,306061156.5,291826783.7
"Vipas39",0,0,0,0,926857.9806,0
"Vkorc1",21529612.39,19938119.73,13901576.76,0,0,0
"Vkorc1l1",1981177.841,0,0,3432900.251,3157733.982,0
"Vmp1",5163882.15,5074482.081,5292116.275,3775686.718,3915310.795,3610552.33
"Vnn1",19367729.43,16828450.66,22572477.51,24719671.07,29900178.36,29056505.41
"Vps11",3571767.051,4022699.615,4194651.968,3801280.202,3634876.898,2883163.161
"Vps13c",0,1525466.537,0,9502865.03,3919886.659,13004145.79
"Vps16",7787469.273,7459735.153,10529987.38,11607178.21,9917105.678,6880207.767
"Vps18",5477611.75,7604048.464,6300497.296,8197748.182,9309938.098,9204618.868
"Vps25",10145591.93,15863933.07,12149682.8,39846858.68,37770979.3,38906032.32
"Vps26a",61536765.42,57317663.38,53747544.22,93955810.64,67316735.67,69290126.28
"Vps26b",146656039.1,137996275,151530998.8,211829765,208906628.9,190575482.7
"Vps26c",2524456.229,0,0,3510496.911,2132600.033,2399088.697
"Vps28",1361136.869,6025471.643,7982891.553,47906100.57,18007311.11,19496355.32
"Vps29",117156521.2,110656595.1,107904256.3,120988748.1,112570823,123973770.7
"Vps33a",2602713.699,2883424.615,6163706.91,5468047.012,4836165.411,4005096.006
"Vps33b",1917052.298,2049647.886,2317519.399,0,0,0
"Vps35",284590378.1,285236720,286745808.7,350029490.4,362177899.1,361652978.9
"Vps35l",1053678.826,954854.7027,2896659.39,7821825.494,5654154.433,5820650.979
"Vps36",12581706.93,17348208.84,14647499.29,33378372.79,32282954.34,33373844.7
"Vps37c",1188873.39,800010.4776,0,2216398.335,1834618.902,0
"Vps41",0,0,0,2731864.599,1550609.242,2565004.684
"Vps45",6246573.267,2067628.46,7057738.652,5130995.149,4091529.627,5195088.436
"Vps4a",2258552.828,1214780.563,2869607.358,1875620.596,1963377.18,3635974.123
"Vps4b",0,2433453.921,0,0,0,6709308.291
"Vps50",0,0,0,2102782.787,0,2451406.585
"Vps51",2249417.65,2433262.925,2174738.413,5263651.108,4664109.703,4098450.98
"Vps52",2940432.8,7721833.034,7960285.698,10818654.3,5936234.94,12568300.69
"Vps53",1406166.571,4585609.138,789135.3136,3464938.264,0,0
"Vrk3",1213989.478,980160.8439,1102804.124,1368911.537,1341932.925,1022477.258
"Vta1",6177963.829,5848202.916,4031345.421,7618967.561,15026911.92,15641444.37
"Vti1b",7595405.121,7268053.528,6750409.677,12741556.28,9219963.861,9847426.287
"Vtn",12805866.99,12875994.56,5682373.057,20036232.94,29318682.25,22333330.34
"Vwa1",0,121832817.5,109833722,163655285.1,127279576.1,154325327.3
"Vwa5a",73293761.79,68038772.29,69865546.76,312633654.1,291498469.1,270924625.9
"Vwa8",700947308.8,674749701,657398779.9,349711678.3,312009833.1,349899587.6
"Wars",23814479.83,42679529.54,28225593.29,125491307.5,134035690.7,124831975.9
"Wars2",1656657.28,1036064.945,1044678.487,0,0,1051413.244
"Wasf2",10281959.05,8000658.965,5170895.329,29870059.53,25172635.41,25934387.11
"Washc1",1730613.823,2261394.911,1763383.849,3863713.171,3646664.327,2432097.309
"Washc2",7926515.521,8423297.368,7242944.051,14186474.76,12775755.24,12411622.39
"Washc3",0,1693169.911,0,3551746.525,3049202.679,3471943.315
"Washc4",0,0,0,0,0,0
"Washc5",8087904.65,4236126.598,9269996.949,20390635.46,17606100.68,17563588.18
"Wasl",7096066.427,6416143.851,5253042,13649542.61,11485913.78,12224042.3
"Wbp11",1522194.199,1666041.7,1687870.68,6593547.627,9721407.004,6192695.054
"Wbp2",14900757.74,16019497.88,16840536.46,30307326.56,25736226.47,25100942.58
"Wdfy1",15056857.88,23995134.22,15080583.33,23619518.78,20069694.94,28335274.1
"Wdfy3",2301888.489,0,0,3087794.191,0,3365587.777
"Wdfy4",0,0,0,669159.9228,885351.696,0
"Wdr1",377278904.4,383841361.6,321376915.6,986502308.9,898344797.4,932959528.2
"Wdr11",971787.383,1133320.019,3889552.01,10612431.9,7843730.2,9505765.646
"Wdr13",9365250.388,9184628.009,9028350.459,13688286.93,12820849.32,14503213.16
"Wdr18",624839.3689,917854.9797,4255831.21,5253092.286,4271723.198,4718005.878
"Wdr20",0,0,0,1910541.275,0,933919.585
"Wdr26",720960.2936,0,919203.9921,2536834.865,2496571.772,2019835.942
"Wdr33",4088507.888,4181617.839,3400783.112,3272314.919,1635164.308,6225899.891
"Wdr37",0,0,1295277.394,3156750.17,2969706.854,2687567.895
"Wdr43",0,0,0,4501532.502,4955015.228,4460322.322
"Wdr45b",0,2079532.703,1557790.537,3957849.742,3164485.823,3674340.372
"Wdr5",8767399.494,1811367.498,2739180.325,7479943.826,17364825.54,10667170.21
"Wdr61",3886212.861,0,0,11169674.14,8495791.443,6284278.525
"Wdr7",0,0,0,1177729.658,1183759.97,1269361.061
"Wdr77",5553239.195,8648733.963,11884098.66,12227051.48,21098810.99,11914622.97
"Wdr81",3706765.59,5178058.147,0,23271559.59,23169543.6,24437326.26
"Wdr82",1679636.191,0,1791343.07,9236868.327,14393885.2,12391555.44
"Wdr91",91043864.4,104431056.7,110906120.4,45442436.81,38055084.21,34782151.56
"Wfs1",799241.0553,940525.6309,0,6351951.888,6464225.083,6133021.309
"Wipf1",0,0,0,2845075.901,3710793.505,3612215.097
"Wipi2",0,0,0,2827860.783,3727538.173,0
"Wls",5091528.929,3925045.861,3538677.763,4273093.457,4368297.38,4300825.112
"Wnk1",0,0,0,10996147.67,5307394.129,8535416.161
"Xab2",0,1873052.584,0,1875672.474,1614982.172,0
"Xdh",44370161.02,21744392.05,37505262.63,137827442.2,151963490.3,143401728.1
"Xpnpep1",263060382.7,228754063.2,234104057.3,177033993.6,186794813.6,197773508
"Xpnpep3",13335384.88,9254288.426,11344263.03,5317547.551,6317324.528,8947339.858
"Xpo1",60204772.11,45098130.84,48210436.98,168199207.2,142216446.6,124475960.3
"Xpo5",0,0,1173195.381,5715108.122,4911170.507,2855238.35
"Xpo7",16151518.24,13491950.05,13744950.68,23512129.35,18948076.94,20885731.36
"Xpot",0,0,0,2150708.383,1904619.006,0
"Xrcc1",0,0,0,2104969.495,2306474.284,0
"Xrcc5",4560549.905,4383018.288,4760373.039,12663360.23,11948817.41,12568859.76
"Xrcc6",0,1434956.911,0,5816275.572,5721934.776,4980397.821
"Xrn2",5119847.766,3317044.789,5558319.539,17476187.23,11587665.46,5709875.328
"Xylb",676640375.5,637221496.3,690953762.2,253422971,269251325.8,261250138.7
"Yap1",1279571.725,0,0,3252178.36,2487627.694,2480519.194
"Yars",141581423.7,118307605.5,135371461.1,198028092.5,77250305.78,100820141
"Yars2",7818618.588,4512974.246,7838476.896,3016886.549,6199941.58,5755032.728
"Ybx1",186869776.9,114496825.7,121362908.6,160985084,142021433.4,167745037.9
"Ybx3",2659746.628,2247545.839,2838071.103,8232536.506,9266582.29,8345770.026
"Yes1",7951089.353,6258545.761,9013194.421,10741987.44,12766410.07,14525993.12
"Yif1b",1724396.025,0,0,0,2476148.54,0
"Yipf3",0,0,0,0,3767355.346,0
"Yipf5",14637993.94,14812909.27,14147679.32,13563969.3,16099497.85,16775778.05
"Ykt6",40428985.51,37016050.19,34325482.06,65622947.75,61961402.44,59732286.82
"Yme1l1",6430620.046,16158147.17,7477010.177,5112542.285,17696639.87,15965906.62
"Ythdf3",6653025.59,9495683.677,7799869.049,14069253.98,17984313.12,17176714.67
"Ywhab",308531554,275975542.4,331053269.6,513304882.4,468874612.2,497381266
"Ywhae",779156017.5,724776268.2,738808614.2,1514081668,1400874786,1423121822
"Ywhag",98951278.88,56759902,128944233,193537645.2,221292552.1,200819841.3
"Ywhah",70061202.16,70278683.74,77997808.44,223723963.4,232548477,234201156.9
"Ywhaq",278683226.3,251223103,373968544.3,682944043.6,639976549.8,650591879.7
"Ywhaz",1331026243,1241949086,1324982629,1911042916,1677731721,1639043901
"Yy1",2384020.934,798574.1626,1118482.223,7809353.585,1479990.539,4759033.972
"Zadh2",149277279,157192957.6,156120750.9,136566866.2,134770339.9,129170091.6
"Zbed5",63563407.01,44561071.69,45082950.34,75207616.05,65384978.46,74418152.57
"Zbp1",0,0,0,6874901.697,5022901.317,4508659.853
"Zbtb20",137498.0983,3080612.039,141469.5167,2801420.933,2189047.039,2185572.329
"Zbtb8os",5097994.449,12742014.04,5312547.899,7959459.175,0,20279946.47
"Zc3h15",4234535.833,3709540.632,3701023.573,7915088.925,11524474.81,6517149.513
"Zc3h18",3573685.142,2786611.623,0,5942021.035,5573117.487,4969557.41
"Zc3h4",0,0,1137980.079,4594289.794,6940261.383,4579278.818
"Zc3h7b",1135480.924,1691157.315,1947625.97,0,0,4289103.161
"Zc3hav1",2870371.01,0,0,0,0,0
"Zdhhc5",1602147.392,0,0,3216081.923,3305306.904,2348146.569
"Zfand6",2248874.25,0,1358764.086,3216358.071,0,2242268.026
